id,name,original_price,price,fulfillment_type,brand,review_count,rating_average,favourite_count,current_seller,number_of_images,category,quantity_sold,discount
134507917,Búi tóc số 8,9000,9000,dropship,	OEM,0,0.0,0,Gia dụng Hoàng Mai,3,Phụ kiện tóc khác,3,0.0
178041809,Sét Thuốc Nhuộm Tóc Nâu Mật Ong kèm oxi và gang tay,45800,45800,dropship,OEM,0,0.0,0,1997 Shop Xinh Xinh,8,Root,0,0.0
113408100,Combo 2 Kẹp càng cua hạt châu Hàn Quốc hot trend xinh xắn cho nữ,9500,9500,dropship,OEM,0,0.0,0,Dori,12,Phụ kiện tóc khác,1,0.0
116639272,Búi tóc củ tỏi,10000,10000,dropship,OEM,0,0.0,0,Kana BT,2,Phụ kiện tóc khác,0,0.0
199931894,Combo 2 Kẹp Dán Độn Phồng Chân Tóc Cho Mái Tóc Bồng Bềnh Tự Nhiên Siêu Hot Phong Cách Hàn,9900,9900,dropship,OEM,0,0.0,0,BiBonStore,7,Phụ kiện tóc khác,0,0.0
54353453,Đai cao su hỗ trợ nối dài dây đeo khẩu trang,46900,46900,dropship,OEM,8,4.3,0,One mark,5,Thời Trang,103,0.0
125359654,Đai cao su hỗ trợ nối dài dây đeo khẩu trang,18400,18400,dropship,OEM,1,4.0,0,One mark,5,Thắt lưng nữ bản nhỏ,18,0.0
155180051,Dây lưng quần Drawstring MCQ / Dây giày phong cách Streetwear cool ngầu dày dặn PKG37,4950,4950,dropship,OEM,0,0.0,0,pyenstore,8,Root,0,0.0
194564148,chỉ thêu kim tuyến siêu mảnh dạng suốt chống rối,10000,10000,dropship,OEM,0,0.0,0,buzyshop,7,Thắt lưng nữ bản nhỏ,2,0.0
96927621,"Thắt lưng thiết kế khóa hình hoa cúc xinh xắn ,khuy vuông",22000,11000,dropship,OEM,0,0.0,0,Phụ kiện giới trẻ,2,Thắt lưng nữ bản nhỏ,7,50.0
97257194,Đinh Đục Lỗ Thắt Lưng Da 3.0mm Aaa Jeans,3500,2000,dropship,AAA JEANS,15,5.0,0,AAA Jeans,3,Thắt lưng nữ bản nhỏ,345,42.86
179546427,Móc Khoá da - Keychain biker leather vintage,12000,12000,dropship,OEM,0,0.0,0,Okicha Canvas Leather,9,Root,0,0.0
151428294,Đai nịt đai gắn nịt màu vàng đính đá sang chảnh,6500,6500,dropship,OEM,0,0.0,0,maycatvai,1,Root,0,0.0
179546221,Khoen tăng chữ nhật màu đồng cổ,11000,11000,dropship,OEM,0,0.0,0,Okicha Canvas Leather,3,Root,0,0.0
151427110,Đai nịt đính đá đẹp có 22 mẫu theo phân loại,14990,14990,dropship,OEM,0,0.0,0,maycatvai,10,Root,0,0.0
194860381,Móc Khuy Nối Dài Quần Jeans / Váy Có Thể Thu Gọn Dành Cho Mẹ Bầu,10000,10000,dropship,OEM,0,0.0,0,FC Furniture,9,Root,0,0.0
179546228,Khoen chữ nhật màu đồng cổ,9000,9000,dropship,OEM,0,0.0,0,Okicha Canvas Leather,5,Root,0,0.0
179546385,Bao da kẹp chống rối dây cáp và tai nghe Okicha (màu giao ngẫu nhiên),10000,10000,dropship,OEM,0,0.0,0,Okicha Canvas Leather,9,Root,0,0.0
194565151,chỉ thêu kim tuyến siêu mảnh dạng suốt chống rối,10000,10000,dropship,OEM,0,0.0,0,buzyshop,8,Thắt lưng nữ bản nhỏ,0,0.0
197529770,DÂY NỊT KHOEN DA MỎNG CÁ TÍNH,10000,10000,dropship,OEM,0,0.0,0,Rili Clothing,9,Root,0,0.0
199731214,Combo phụ kiện thời trang nữ dây chuyền + lắc tay + nhẫn CLN 222,30000,30000,dropship,OEM,1,5.0,0,Back Shop,8,Root,1,0.0
138951268,Nút Cài Gắn Lưng Quần Điều Chỉnh Độ Rộng Có Thể Tháo Rời Dễ Sử Dụng Phụ Kiện Thời Trang Nữ Hot Mới,16000,16000,dropship,OEM,1,5.0,0,Cú mèo store,5,Root,1,0.0
232446381,Bộ sưu tập thắt lưng - Đai váy - Đai áo dạng chuỗi dễ thương,22000,22000,dropship,Song An Eco,0,0.0,0,Thuần Việt,4,Root,0,0.0
138901396,"Dây nịt đai váy/ dây nịt váy, đầm cho bạn gái",30000,30000,dropship,OEM,3,5.0,0,Khogiadunghuonghuong,7,Root,16,0.0
23556370,Đai định hình vai cổ gáy chống gù lưng,28000,28000,tiki_delivery,OEM,6,4.8,0,Store Gia Nguyễn,3,Phụ kiện thời trang nữ,16,0.0
199549921,Dây nịt thắt lưng nữ da cột eo phối hạt dona22100401,29000,29000,dropship,OEM,3,5.0,0,DONA Thời Trang,1,Thắt lưng nữ bản nhỏ,7,0.0
155192348,Dây lưng tết bím tua rua phụ kiện thời trang - dây nịt tết bím tua rua thời trang,25740,25740,dropship,OEM,0,0.0,0,Metic Care,6,Root,5,0.0
149453369,Đai nịt đính đá đẹp có 22 mẫu theo phân loại,18000,18000,dropship,OEM,0,0.0,0,Pung trang,3,Root,0,0.0
221253578,Đai định hình vai cổ gáy chống gù lưng hình chữ nhật,29000,29000,dropship,OEM,0,0.0,0,Hương Tiện Ích,3,Root,1,0.0
129403599,Thắt lưng nữ thời trang da nhân tạo kiểu dáng đẹp,28000,28000,dropship,OEM,4,4.8,0,Thời trang nữ Miloshop,9,Root,12,0.0
160210940,Nút Cài Gắn Lưng Quần Điều Chỉnh Độ Rộng Có Thể Tháo Rời Dễ Sử Dụng Phụ Kiện Thời Trang Nữ Hot Mới,20000,20000,dropship,OEM,0,0.0,0,FOX’S EYES 1988,6,Thắt lưng nữ bản nhỏ,11,0.0
115738088,Dây thắt lưng váy,20000,20000,dropship,OEM,0,0.0,0,BB Outlet,2,Root,0,0.0
177559936,Thắt lưng nữ da dập họa tiết Đồ Da Thành Long 203921 4(vàng),19140,19140,dropship,OEM,0,0.0,0,Giày dép TLG,2,Root,0,0.0
172703558,Đai quần chữ Y- dây đai quần chữ Y,27000,27000,dropship,OEM,0,0.0,0,Khang An shop,2,Root,0,0.0
173240930,Thắt lưng nữ da dập họa tiết Đồ Da Thành Long 203921 4(vàng),21500,20000,dropship,OEM,0,0.0,0,ĐỒ DA THÀNH LONG TLG,2,Root,0,6.98
196675854,Thắt Lưng Ngọc Trai Nịt Móc Xích Chuỗi Hạt Đeo Eo Body Ngọc Trai Dây Kim Loại Mạ Vàng Đầm Váy ,28000,28000,dropship,Legaxi,1,4.0,0,Legaxi Official,4,Thắt lưng nữ bản nhỏ,2,0.0
190216220,"Mặt thắt lưng nam, đầu khóa thắt lưng nhiều mẫu bền đẹp giá rẻ 203867",26800,26800,dropship,OEM,0,0.0,0,TLG Đồ Da Thành Long,9,Root,0,0.0
154094073,Dây lưng tết bím tua rua phụ kiện thời trang - dây nịt tết bím tua rua thời trang,25740,25740,dropship,OEM,0,0.0,0,Lucy Fashion,6,Root,0,0.0
201123351,Dây nịt thắt lưng nữ cột eo da vũ điệu Dona22101501,29000,28420,dropship,OEM,0,0.0,0,DONA Thời Trang,12,Thắt lưng nữ bản nhỏ,1,2.0
199670063,SET dây chuyền + bông tai thời trang nữ hạt cườm DCP111,29000,29000,dropship,OEM,1,5.0,0,Thiên Hoàng Store,4,Root,1,0.0
152874562,"THẮT LƯNG ĐAI VUÔNG HAI MÀU ĐEN-NÂU kết hợp với quần short, váy hoặc quần tây đều hợp (phụ kiện dây đai da đen nâu)",22000,22000,dropship,OEM,1,5.0,0,Thời trang Banamo,6,Thắt lưng nữ bản nhỏ,1,0.0
196330776,"THẮT LƯNG ĐAI VUÔNG HAI MÀU ĐEN-NÂU kết hợp với quần short, váy hoặc quần tây đều hợp (phụ kiện dây đai da đen nâu)",28000,28000,dropship,OEM,0,0.0,0,Banamo Fashion Bigsize,5,Root,0,0.0
192339605,Dây đeo khẩu trang xích Rainbow,25000,23750,dropship,OEM,0,0.0,0,QuinQuin Store,2,Thắt lưng nữ bản nhỏ,2,5.0
199148120,Thắt Lưng Da Nam Nữ Dây nịt CHAIN xích - Thắt lưng nữ nam 2 hàng khoen Chain xích Thắt lưng dây xích treo quần,25000,25000,dropship,OEM,0,0.0,0,Cam Cam Vintage,9,Root,0,0.0
177553939,"Mặt thắt lưng nam, đầu khóa thắt lưng nhiều mẫu bền đẹp giá rẻ 203867",17420,17420,dropship,OEM,0,0.0,0,Giày dép TLG,9,Root,0,0.0
173241047,Mặt thắt lưng nam thời trang 203867 1,23000,23000,dropship,OEM,0,0.0,0,ĐỒ DA THÀNH LONG TLG,9,Root,0,0.0
201125722,Dây thắt lưng bản nhỏ Sơn tùng 2.3cm đục lỗ may viền - dây nịt lưng Nam Nữ kiểu hàn quốc 2.3cm Chữ nhật  lỗ Cam,29000,29000,dropship,OEM,0,0.0,0,Beo Chan Chan Tất Vớ Phụ Kiện,10,Root,0,0.0
177553150,Mặt khóa thắt lưng tự động nhiều mẫu sang bền đẹp giá rẻ 203867,20460,20460,dropship,OEM,0,0.0,0,Giày dép TLG,9,Root,0,0.0
201176025,Thắt Lưng Bản Nhỏ Sơn Tùng 2.3cm Đục Lỗ May Viền - Dây Nịt Lưng Nam Nữ Kiểu Hàn Quốc 2.3cm Chữ Nhật Lỗ Camcamvintage,29000,29000,dropship,OEM,0,0.0,0,Cam Cam Vintage,10,Root,1,0.0
198227727,Thắt Lưng Da Nam Đẹp Cao Cấp Khóa Đúc Họa Tiết Dây Da Bò 100% Có Khấc Chắc Chắn Mặt Mạ Bạc Nam Tính GC02,20000,20000,dropship,OEM,0,0.0,0,THỜI TRANG QUANG STORE,9,Thắt lưng nữ bản nhỏ,0,0.0
201176242,Dây Xích Treo Quần CHAIN XÍCH Phối Thắt Lưng Dây Nịt Nam Nữ Cá Tính Chiếc Lá Chữ Thập Xích 3 - Thắt Lưng Xích Phong Cách,25000,25000,dropship,OEM,0,0.0,0,Cam Cam Vintage,9,Root,0,0.0
253347727,"Hộp 12 miếng dán vai, thắt lưng, đầu gối ngải cứu",27890,27890,dropship,OEM,0,0.0,0,Kho hàng Phú Lợi,6,Root,0,0.0
201125695,Thắt Lưng Da Nam Nữ Dây nịt CHAIN xích - Thắt lưng nữ nam 2 hàng khoen Chain xích Thắt lưng dây xích treo quần,25000,25000,dropship,OEM,0,0.0,0,Beo Chan Chan Tất Vớ Phụ Kiện,10,Root,0,0.0
198227529,Thắt Lưng Da Nam  Khóa Cài Cao Cấp. Dây Nịt Nam Da Bò 100% Mạ Bạc Nam Tính GC35,20000,20000,dropship,OEM,0,0.0,0,THỜI TRANG QUANG STORE,9,Thắt lưng nữ bản nhỏ,0,0.0
177567392,"Mặt thắt lưng nam, đầu khóa thắt lưng nhiều mẫu bền đẹp giá rẻ 203867",17688,17688,dropship,OEM,0,0.0,0,Giày dép TLG,9,Root,0,0.0
201125679,Thắt Lưng Da Nam Nữ Dây nịt CHAIN xích - Thắt lưng nữ nam 2 hàng bản to khoen Chain xích Thắt lưng dây xích treo quần,25000,25000,dropship,OEM,0,0.0,0,Beo Chan Chan Tất Vớ Phụ Kiện,10,Root,0,0.0
201125716,Thắt Lưng Da Nam Nữ Dây nịt CHAIN xích - Thắt lưng nữ nam 2 hàng khoen Chain xích Thắt lưng dây xích treo quần,25000,25000,dropship,OEM,0,0.0,0,Beo Chan Chan Tất Vớ Phụ Kiện,9,Root,0,0.0
201125663,"Thắt Lưng Nam Sơn Tùng 2.3cm, Dây Nịt Nam Nữ Mặt Chữ Nhật, Dây Thắt Lưng Nữ Nam Bản Nhỏ Kiểu Hàn Quốc Camcamvintage",29000,29000,dropship,OEM,0,0.0,0,Beo Chan Chan Tất Vớ Phụ Kiện,10,Root,0,0.0
201167618,"Thắt lưng nam nữ Sơn Tùng 2.3 cm, dây nịt nam mặt chữ nhật, dây thắt lưng nữ nam bản nhỏ kiểu Hàn Quốc Maxshopdoc",29000,29000,dropship,OEM,0,0.0,0,Maxshop Độc,10,Root,0,0.0
193247974,Thắt Lưng Da Nam Nữ - Thắt lưng nữ nam Dây nịt CHAIN xích 2 hàng khoen Chain xích Thắt lưng dây xích treo quần,25000,25000,dropship,OEM,0,0.0,0,Cam Cam Vintage,9,Thắt lưng nữ bản nhỏ,0,0.0
201176084,"Thắt Lưng Da Nam Nữ 3 Sọc SLR Cao Cấp, Dây Nịt Unisex Hàn Quốc Màu Đen Bản Nhỏ 2.3cm - Camcamvintage",29000,29000,dropship,OEM,0,0.0,0,Cam Cam Vintage,10,Root,0,0.0
201176205,Dây Xích Treo Quần CHAIN XÍCH Phối Thắt Lưng Dây Nịt Nam Nữ Cá Tính Chiếc Lá Chữ Thập Xích 3 - Thắt Lưng Xích Phong Cách,25000,25000,dropship,OEM,0,0.0,0,Cam Cam Vintage,9,Root,0,0.0
252100193,20 mẫu Nút định hình quần jean - nút thắt lưng áo váy HOT,19000,19000,dropship,OEM,0,0.0,0,Đai váy Thắt lưng HT,1,Thắt lưng nữ bản nhỏ,0,0.0
253296442,"Hộp 12 miếng dán vai, thắt lưng, đầu gối ngải cứu",27890,27890,dropship,OEM,0,0.0,0,Kho hàng Thảo Trang,6,Root,0,0.0
242185895,Hoa cài trang trí đầm váy siêu xinh cánh lượn mềm đẹp size 6cm mẫu mới,20000,20000,dropship,OEM,0,0.0,0,Sukashop86,9,Root,0,0.0
201127288,Dây Xích Treo Quần CHAIN XÍCH Phối Thắt Lưng Dây Nịt Nam Nữ Cá Tính Chiếc Lá Chữ Thập Xích 3 - Thắt Lưng Xích Maxshopdoc,25000,25000,dropship,OEM,0,0.0,0,Maxshop Độc,7,Root,0,0.0
242185922,Hoa cài trang trí đầm váy siêu xinh chất da mềm đẹp size 6cm,20000,20000,dropship,OEM,0,0.0,0,Sukashop86,9,Root,0,0.0
207209474,Thắt lưng CHAIN xích nhiều lỗ tròn  Dây xích kèm theo belt Chain rời thắt lưng,25000,25000,dropship,OEM,0,0.0,0,Yams Closet,10,Root,0,0.0
198227522,"Thắt Lưng Da Nam Da Bò 100% Cao Cấp, Dây Nịt Khóa Cài Sang Trọng Nam Tính GC02",20000,20000,dropship,OEM,0,0.0,0,THỜI TRANG QUANG STORE,10,Thắt lưng nữ bản nhỏ,0,0.0
199148097,Thắt Lưng Da Nam Nữ Dây nịt CHAIN xích - Thắt lưng nữ nam 2 hàng bản to khoen Chain xích Thắt lưng dây xích treo quần,25000,25000,dropship,OEM,0,0.0,0,Cam Cam Vintage,10,Root,0,0.0
178089620,Quần lót nữ thun gân tăm kháng khuẩn. Chip nội địa cao cấp,20000,20000,dropship,OEM,0,0.0,0,NỘI Y BIGSIZE QBL,9,Root,0,0.0
178090936,(FORM TO) Bra thun gân tăm + Su lạnh loại đẹp. Áo lá nữ sinh,20000,20000,dropship,OEM,0,0.0,0,NỘI Y BIGSIZE QBL,10,Root,0,0.0
201125521,Thắt lưng da dây nịt nữ cột eo bện rít chiếc lá dona22101502,29000,28420,dropship,OEM,0,0.0,0,DONA Thời Trang,6,Thắt lưng nữ bản nhỏ,0,2.0
177556625,️ Thắt lưng nữ da dập họa tiết Đồ Da Thành Long TLG 203921 ,19140,19140,dropship,OEM,0,0.0,0,Giày dép TLG,7,Root,0,0.0
199148098,Thắt Lưng Da Nam Nữ Dây nịt CHAIN xích - Thắt lưng nữ nam 2 hàng khoen Chain xích Thắt lưng dây xích treo quần,25000,25000,dropship,OEM,0,0.0,0,Cam Cam Vintage,10,Root,0,0.0
201175970,"Thắt Lưng Da Nam Nữ 3 Sọc SLR Cao Cấp, Camcamvintage Dây Nịt Unisex Hàn Quốc Màu Đen Bản Nhỏ 2.3cm",29000,29000,dropship,OEM,0,0.0,0,Cam Cam Vintage,10,Root,0,0.0
201175985,Thắt Lưng Bản Nhỏ Sơn Tùng 2.3cm Đục Lỗ May Viền - Dây Nịt Lưng Nam Nữ Kiểu Hàn Quốc 2.3cm Chữ Nhật Lỗ Camcamvintage,29000,29000,dropship,OEM,0,0.0,0,Cam Cam Vintage,10,Root,0,0.0
249669741,"Hộp 12 miếng dán vai, thắt lưng, đầu gối ngải cứu",10000,10000,dropship,OEM,0,0.0,0,thanhdat0104,1,Thắt lưng nữ bản nhỏ,0,0.0
177603456,"Mặt thắt lưng nam, đầu khóa thắt lưng nhiều mẫu bền đẹp giá rẻ 203867",17688,17688,dropship,OEM,0,0.0,0,Giày dép TLG,9,Root,0,0.0
56262919,"Thắt Lưng Nữ Nhỏ Xinh TL005 MayHomes, Dây Lưng Nữ, Dây Nịt Nữ Chất Liệu Da PU Khóa Kim Loại Bền Đẹp",35000,34300,tiki_delivery,MAYHOMES,466,4.5,0,MAYHOMES Official Store,7,Thời Trang,1840,2.0
207357136,Đai Chống Gù Lưng Nam Nữ DCG01 Giúp Chống Gù Cải Thiện Vóc Dáng,90000,45000,dropship,OEM,3,5.0,0,one storehn,9,Phụ kiện thời trang nữ,3,50.0
207552160,"Đai Chống Gù Nam Nữ DCG04 Hỗ Trợ Điều Chỉnh Tư Thế Lưng, Co Giãn Tốt Tiện Dụng",90000,45000,dropship,OEM,2,5.0,0,HTC SHOP,10,Thắt lưng nữ bản nhỏ,2,50.0
207552034,Đai Chống Gù Nam Nữ DCG04 Định Hình Và Bảo Vệ Cột Sống Giúp Cải Thiện Tình Trạng Đau Lưng Ở Mọi Lứa Tuổi,90000,45000,dropship,OEM,2,5.0,0,HTC SHOP,9,Thắt lưng nữ bản nhỏ,2,50.0
207357255,Đai Chống Gù Lưng DCG01 Nam Nữ Cải Thiện Cột Sống Hiệu Quả,90000,45000,dropship,OEM,2,5.0,0,one storehn,10,Phụ kiện thời trang nữ,4,50.0
202664482,"Đai Chống Gù Lưng DCG04 Đai Bảo Vệ Vòng 1 Cho Cả Nam Và Nữ, Cải Thiện Chuẩn Vóc Dáng",90000,45000,dropship,OEM,3,5.0,0,Phukienthoitranggiadinh,7,Thắt lưng nữ bản nhỏ,4,50.0
7510721,Thắt Lưng Vải Nylon Khóa Nhựa,93450,93450,dropship,OEM,3,4.3,0,SHOPMOON,2,Thời Trang,7,0.0
26606267,Thắt lưng nữ hình cáo_PK194,47000,47000,dropship,OEM,7,5.0,0,Thuần Việt,2,Thời Trang,12,0.0
207359232,Đai Chống Gù Lưng DCG04 Nam Nữ Cải Thiện Cột Sống Chống Gù Lưng Giữ Thẳng Cột Sống,90000,45000,dropship,OEM,1,5.0,0,one storehn,10,Thắt lưng nữ bản nhỏ,2,50.0
51299313,Thắt lưng Dây nịt nữ mặc váy metry DNTL2001,62000,62000,dropship,OEM,51,4.5,0,DONA Thời Trang,2,Thời Trang,244,0.0
167393837,"Thắt Lưng Nữ Bản Nhỏ Thời Trang Korea Mặt Khóa Kim Loại Cá Tính Chất Liệu Da PU TL016 MayHomes Dây Lưng Nữ, Dây Nịt Nữ Đa Năng Bền Chắc Dùng Cho Đầm, Jeans, Quần Âu Và Shorts",55000,53900,dropship,MAYHOMES,12,4.8,0,MAYHOMES Official Store,6,Thắt lưng nữ bản nhỏ,61,2.0
43768948,"THẮT LƯNG NỮ FISH, DÂY NỊT NỮ MANG ĐẦM VÁY DN191212",76000,76000,dropship,OEM,15,4.5,0,DONA Thời Trang,1,Thời Trang,55,0.0
201175982,Thắt Lưng Chun Thun Co Giãn Nam Nữ Cúc Bấm 2 Bên Vải Thun Phối Da Camcamvintage Dây Nịt Chun 2 Bên Cài Tiện Lợi Eo Nhỏ,45000,45000,dropship,OEM,2,2.5,0,Cam Cam Vintage,9,Root,5,0.0
35216551,"Đai Chống Gù, Đai Chỉnh Hình Lưng, Còng Lưng Cho Cả Nam và Nữ",83998,41999,dropship,OEM,0,0.0,0,RUBY2,3,Thắt lưng nữ bản nhỏ,7,50.0
208269797,Thắt Lưng Chun Thun Co Giãn Nam Nữ Dây Nịt Chun Thun Cúc Bấm 2 Bên Vải Thun Phối Da 2 Bên Cài Tiện Lợi Eo Nhỏ Camcam,45000,45000,dropship,OEM,0,0.0,0,Cam Cam Vintage,10,Root,7,0.0
77138066,Thắt lưng nữ bản nhỏ da khóa đồng cá tính TL68,45000,45000,dropship,Song An Eco,10,4.3,0,Thuần Việt,2,Thắt lưng nữ bản nhỏ,70,0.0
208009123,Đai Chống Gù Lưng DCG01 Cho Nam Nữ Trẻ Em Cải Thiện Cột Sống,90000,48000,dropship,OEM,1,5.0,0,shopthoitranggiadinh,8,Thắt lưng nữ bản nhỏ,1,46.67
192934231,Đai váy thắt lưng nữ bản 1.5cm ngọc xinh K09,45000,45000,dropship,OEM,0,0.0,0,Đai váy Thắt lưng HT,8,Thắt lưng nữ bản nhỏ,10,0.0
200039483,Đai Chống Gù Lưng DCG01 Dành Cho Nam Nữ Hỗ Trợ Điều Chỉnh Vóc Dáng,90000,45000,dropship,OEM,2,5.0,0,Phukienthoitranggiadinh,10,Thắt lưng nữ bản nhỏ,6,50.0
208269615,Thắt Lưng Chun Thun Co Giãn Nam Nữ Dây Nịt Chun Thun 2 Bên Cài Tiện Lợi Eo Nhỏ Cúc Bấm 2 Bên Vải Thun Phối Da Camcam C1,45000,45000,dropship,OEM,0,0.0,0,Cam Cam Vintage,10,Root,1,0.0
201127335,"Thắt Lưng Vuông Chữ Nhật Bản 2.3cm, Dây Nịt Nam Nữ Không Đục Lỗ Eo Nhỏ Vừa Maxshop Độc",35000,35000,dropship,OEM,0,0.0,0,Maxshop Độc,9,Root,1,0.0
70796252,"Thắt Lưng Nữ Cute Kiểu Hàn Quốc TL008 MayHomes, Dây Lưng Nữ, Dây Nịt Nữ Chất Liệu Da PU Khóa Kim Loại Dễ Thương, Dùng Cho Đầm, Jeans, Quần Âu Và Short",45000,44100,dropship,MAYHOMES,32,4.8,0,MAYHOMES Official Store,9,Phụ kiện thời trang nữ,106,2.0
217200701,Thắt Lưng Nữ Thời Trang,39000,39000,dropship,OEM,0,0.0,0,Cùi Bắp,1,Thắt lưng nữ bản nhỏ,1,0.0
135288996,Thắt lưng da mặt tròn nam Nữ Dây nịt tròn 2.5cm không lỗ -đẹp - Dây thắt lưng Ulzzang loại mặt tròn không xỏ lỗ tiện lợi,38000,38000,dropship,OEM,0,0.0,0,Beo Chan Chan Tất Vớ Phụ Kiện,9,Root,0,0.0
70795767,"Thắt Lưng Nữ Họa Tiết Hoa Cúc TL007 MayHomes, Dây Lưng Nữ, Dây Nịt Nữ Chất Liệu Da PU Khóa Kim Loại Dễ Thương, Dùng Cho Đầm, Jeans, Quần Âu Và Short",45000,44100,dropship,MAYHOMES,46,5.0,0,MAYHOMES Official Store,8,Thời Trang,150,2.0
101644586,Bộ sưu tập thắt lưng bán chạy nhất,45000,45000,dropship,Song An Eco,0,0.0,0,Thuần Việt,3,Thắt lưng nữ bản nhỏ,1,0.0
202659176,"Đai Chống Gù Lưng DCG01 Nam Nữ, Đai Hỗ Trợ Thẳng Lưng, Cải Thiện Cột Sống",85000,46000,dropship,OEM,1,5.0,0,Phukienthoitranggiadinh,10,Thắt lưng nữ bản nhỏ,3,45.88
207209734,Thắt lưng thun co giãn 2 bên/ Dây nịt co giãn cài eo nhỏ tiện lợi,65000,39000,dropship,OEM,0,0.0,0,Yams Closet,9,Root,4,40.0
143865962,Thắt lưng giả ngọc trai,32000,32000,dropship,OEM,2,5.0,0,Minhthienbaby,8,Root,5,0.0
8069628,Đai giảm mỡ bụng siêu tốc,49000,49000,dropship,OEM,5,4.2,0,VinaMart247,5,Thời Trang,18,0.0
128686707,Thắt lưng nữ da PU 1 mầu trẻ trung TTL11,44000,44000,dropship,Song An Eco,0,0.0,0,Thuần Việt,1,Thắt lưng nữ bản nhỏ,0,0.0
201176074,Thắt Lưng Vuông Chữ Nhật Bản 2.3cm - Dây Nịt Nam Nữ Da Đẹp Chữ Nhật Không Đục Lỗ Eo Nhỏ Vừa - Camcamvintage,35000,35000,dropship,OEM,0,0.0,0,Cam Cam Vintage,8,Root,0,0.0
35283732,Thắt Lưng Nam Mặt Trơn Màu Đen Huyền Bí,110000,55000,dropship,OEM,2,3.5,0,Tổng Kho 801,7,Root,8,50.0
119926591,"Dây Đai Quần Chữ Y Cho Nam Và Nữ , Dây Yếm Quần",35000,35000,dropship,OEM,2,5.0,0,Xưởng Cà Vạt,8,Root,36,0.0
185243269,Dây Đeo Eo Bụng Hạt Cườm Thời Trang Đi Biển,57600,57600,dropship,OEM,0,0.0,0,Khánh Châu Accessories,8,Root,0,0.0
110898699,"THẮT LƯNG ĐAI VUÔNG HAI MÀU ĐEN-NÂU kết hợp với quần short, váy hoặc quần tây đều hợp (phụ kiện dây đai da đen nâu)",33000,33000,dropship,OEM,1,5.0,0,Thời trang Banamo,6,Root,2,0.0
101644554,Bộ sưu tập thắt lưng da lộn mẫu mới,39000,39000,dropship,Song An Eco,0,0.0,0,Thuần Việt,4,Thắt lưng nữ bản nhỏ,0,0.0
235764841,Thắt lưng dây xích GẮN BƯỚM đeo thắt lưng phong cách hiphop thời trang cho nam và nữ,35000,35000,dropship,OEM,0,0.0,0,Vconeshop,9,Root,0,0.0
150931770,"Thắt lưng nam nữ unisex, dây nịt quần co dãn không khóa cài độc đáo TLL144",45000,45000,dropship,Song An Eco,0,0.0,0,Thuần Việt,4,Thắt lưng nữ bản nhỏ,3,0.0
19241898,"Đai chống gù lưng, cong vẹo cột sống dành cho cả nam và nữ (vòng ngực từ 71cm đến 106cm)",59900,59900,dropship,OEM,0,0.0,0,Tech One6,9,Thời Trang,0,0.0
199728891,Thắt lưng JUKA thời trang nữ TLD 222,40000,40000,dropship,OEM,0,0.0,0,Back Shop,5,Root,0,0.0
54769967,"Thắt Lưng Nữ Khóa Kim Loại Hình Trái Tim Dây Nhựa Dẻo Bền Đẹp TL004 MayHomes Dây Lưng Nữ, Dây Nịt Nữ Thời Trang",49000,45570,dropship,MAYHOMES,25,5.0,0,MAYHOMES Official Store,5,Phụ kiện thời trang nữ,80,7.0
208061884,Đai Chống Gù DCG04 Dành Cho Nam Nữ Mọi Lứa Tuổi Cải Thiện Đau Cột Sống Chống Gù Lưng Hiệu Quả,90000,45000,dropship,OEM,1,5.0,0,shopthoitranggiadinh,11,Thắt lưng nữ bản nhỏ,1,50.0
135287075,"Dây thắt lưng da nam nữ Ulzzang mặt vuông -BELT Dây nịt da mặt vuông bạc, chữ nhật Style HÀN QUỐC",39000,39000,dropship,OEM,0,0.0,0,Beo Chan Chan Tất Vớ Phụ Kiện,9,Root,0,0.0
135003130,"Đai váy ngọc trai nhân tạo bản nhỏ cho nữ, thiết kế mặt đá nhân tạo lấp lánh, nhiều kiểu mẫu thời trang",75000,75000,dropship,OEM,1,5.0,0,Michishop Tiệm tạp hoá nhỏ,10,Root,3,0.0
216202403,Thắt lưng nam da thật Thành Long TLG 203867 5 tặng 01 bút bi cao cấp TLG,37700,34700,dropship,OEM,0,0.0,0,TLG GOLD,10,Root,0,7.96
173240383,Mặt khóa thắt lưng tự động nhiều mẫu sang bền đẹp giá rẻ 203867,49000,40000,dropship,OEM,0,0.0,0,ĐỒ DA THÀNH LONG TLG,10,Root,3,18.37
183511714,Mặt Thắt lưng nam cao cấp 203867 21,37700,34700,dropship,OEM,0,0.0,0,TLG GOLD,9,Root,0,7.96
208269713,Thắt Lưng Chun Thun Co Giãn Nam Nữ C2 Dây Nịt Chun Thun 2 Bên Cài Tiện Lợi Eo Nhỏ Cúc Bấm 2 Bên Vải Thun Phối Da Camcam,45000,45000,dropship,OEM,0,0.0,0,Cam Cam Vintage,10,Root,2,0.0
40980760,Thắt lưng nữ đẹp hình chiếc lá siêu xinh_PK165,60000,60000,dropship,OEM,0,0.0,0,Thuần Việt,4,Thời Trang,0,0.0
131498241,Thắt Lưng Dây Nịt Nữ Da Pu Bản Nhỏ Phối Khóa Kim Loại dona21101906,49000,48020,dropship,OEM,0,0.0,0,DONA Thời Trang,2,Thắt lưng nữ bản nhỏ,5,2.0
